run_id,data_dir,config_folder,split_group,label_code,csv_path,flac_path,avi_path,dir_path,csv_exists,flac_exists,avi_exists,csv_valid,flac_valid,avi_valid,csv_duration,flac_duration,avi_duration,csv_rows,flac_sample_rate,avi_fps,avi_frames,error_msg,has_all_modalities
11-07-22-0089-01,hackathon data/defect-weld,excessive_penetration_weld_6_11-07-22_Butt,hackathon data/defect-weld_excessive_penetration_weld_6_11-07-22_Butt,01,hackathon data/defect-weld/excessive_penetration_weld_6_11-07-22_Butt/11-07-22-0089-01/11-07-22-0089-01.csv,hackathon data/defect-weld/excessive_penetration_weld_6_11-07-22_Butt/11-07-22-0089-01/11-07-22-0089-01.flac,hackathon data/defect-weld/excessive_penetration_weld_6_11-07-22_Butt/11-07-22-0089-01/11-07-22-0089-01.avi,hackathon data/defect-weld/excessive_penetration_weld_6_11-07-22_Butt/11-07-22-0089-01,True,True,True,True,True,True,,,,0,,,0,[],True
03-06-23-0063-08,hackathon data/defect-weld,excessive_convexity_4_03-06-23_Fe410,hackathon data/defect-weld_excessive_convexity_4_03-06-23_Fe410,08,hackathon data/defect-weld/excessive_convexity_4_03-06-23_Fe410/03-06-23-0063-08/03-06-23-0063-08.csv,hackathon data/defect-weld/excessive_convexity_4_03-06-23_Fe410/03-06-23-0063-08/03-06-23-0063-08.flac,hackathon data/defect-weld/excessive_convexity_4_03-06-23_Fe410/03-06-23-0063-08/03-06-23-0063-08.avi,hackathon data/defect-weld/excessive_convexity_4_03-06-23_Fe410/03-06-23-0063-08,True,True,True,True,True,True,,,,0,,,0,[],True
03-06-23-0087-08,hackathon data/defect-weld,excessive_convexity_5_03-06-23_Fe410,hackathon data/defect-weld_excessive_convexity_5_03-06-23_Fe410,08,hackathon data/defect-weld/excessive_convexity_5_03-06-23_Fe410/03-06-23-0087-08/03-06-23-0087-08.csv,hackathon data/defect-weld/excessive_convexity_5_03-06-23_Fe410/03-06-23-0087-08/03-06-23-0087-08.flac,hackathon data/defect-weld/excessive_convexity_5_03-06-23_Fe410/03-06-23-0087-08/03-06-23-0087-08.avi,hackathon data/defect-weld/excessive_convexity_5_03-06-23_Fe410/03-06-23-0087-08,True,True,True,True,True,True,,,,0,,,0,[],True
12-13-22-0306-00,hackathon data/good_weld,good_weld_22_12-13-22_butt,hackathon data/good_weld_good_weld_22_12-13-22_butt,00,hackathon data/good_weld/good_weld_22_12-13-22_butt/12-13-22-0306-00/12-13-22-0306-00.csv,hackathon data/good_weld/good_weld_22_12-13-22_butt/12-13-22-0306-00/12-13-22-0306-00.flac,hackathon data/good_weld/good_weld_22_12-13-22_butt/12-13-22-0306-00/12-13-22-0306-00.avi,hackathon data/good_weld/good_weld_22_12-13-22_butt/12-13-22-0306-00,True,True,True,True,True,True,,,,0,,,0,[],True
11-18-22-0207-00,hackathon data/good_weld,good_weld_17_11-18-22_plane_plate,hackathon data/good_weld_good_weld_17_11-18-22_plane_plate,00,hackathon data/good_weld/good_weld_17_11-18-22_plane_plate/11-18-22-0207-00/11-18-22-0207-00.csv,hackathon data/good_weld/good_weld_17_11-18-22_plane_plate/11-18-22-0207-00/11-18-22-0207-00.flac,hackathon data/good_weld/good_weld_17_11-18-22_plane_plate/11-18-22-0207-00/11-18-22-0207-00.avi,hackathon data/good_weld/good_weld_17_11-18-22_plane_plate/11-18-22-0207-00,True,True,True,True,True,True,,,,0,,,0,[],True
11-21-22-0161-07,hackathon data/defect-weld,lack_of_fusion_10_11-21-22_butt,hackathon data/defect-weld_lack_of_fusion_10_11-21-22_butt,07,hackathon data/defect-weld/lack_of_fusion_10_11-21-22_butt/11-21-22-0161-07/11-21-22-0161-07.csv,hackathon data/defect-weld/lack_of_fusion_10_11-21-22_butt/11-21-22-0161-07/11-21-22-0161-07.flac,hackathon data/defect-weld/lack_of_fusion_10_11-21-22_butt/11-21-22-0161-07/11-21-22-0161-07.avi,hackathon data/defect-weld/lack_of_fusion_10_11-21-22_butt/11-21-22-0161-07,True,True,True,True,True,True,,,,0,,,0,[],True
09-09-22-0004-01,hackathon data/defect-weld,excessive_penetration_weld_1_09_09_2022_butt_joint,hackathon data/defect-weld_excessive_penetration_weld_1_09_09_2022_butt_joint,01,hackathon data/defect-weld/excessive_penetration_weld_1_09_09_2022_butt_joint/09-09-22-0004-01/09-09-22-0004-01.csv,hackathon data/defect-weld/excessive_penetration_weld_1_09_09_2022_butt_joint/09-09-22-0004-01/09-09-22-0004-01.flac,hackathon data/defect-weld/excessive_penetration_weld_1_09_09_2022_butt_joint/09-09-22-0004-01/09-09-22-0004-01.avi,hackathon data/defect-weld/excessive_penetration_weld_1_09_09_2022_butt_joint/09-09-22-0004-01,True,True,True,True,True,True,,,,0,,,0,[],True
12-13-22-0442-00,hackathon data/good_weld,good_weld_29_12-13-22_butt,hackathon data/good_weld_good_weld_29_12-13-22_butt,00,hackathon data/good_weld/good_weld_29_12-13-22_butt/12-13-22-0442-00/12-13-22-0442-00.csv,hackathon data/good_weld/good_weld_29_12-13-22_butt/12-13-22-0442-00/12-13-22-0442-00.flac,hackathon data/good_weld/good_weld_29_12-13-22_butt/12-13-22-0442-00/12-13-22-0442-00.avi,hackathon data/good_weld/good_weld_29_12-13-22_butt/12-13-22-0442-00,True,True,True,True,True,True,,,,0,,,0,[],True
03-20-23-0013-00,hackathon data/good_weld,good_weld_1_03-19-23_BSK46,hackathon data/good_weld_good_weld_1_03-19-23_BSK46,00,hackathon data/good_weld/good_weld_1_03-19-23_BSK46/03-20-23-0013-00/03-20-23-0013-00.csv,hackathon data/good_weld/good_weld_1_03-19-23_BSK46/03-20-23-0013-00/03-20-23-0013-00.flac,hackathon data/good_weld/good_weld_1_03-19-23_BSK46/03-20-23-0013-00/03-20-23-0013-00.avi,hackathon data/good_weld/good_weld_1_03-19-23_BSK46/03-20-23-0013-00,True,True,True,True,True,True,,,,0,,,0,[],True
12-13-22-0401-00,hackathon data/good_weld,good_weld_27_12-13-22_butt,hackathon data/good_weld_good_weld_27_12-13-22_butt,00,hackathon data/good_weld/good_weld_27_12-13-22_butt/12-13-22-0401-00/12-13-22-0401-00.csv,hackathon data/good_weld/good_weld_27_12-13-22_butt/12-13-22-0401-00/12-13-22-0401-00.flac,hackathon data/good_weld/good_weld_27_12-13-22_butt/12-13-22-0401-00/12-13-22-0401-00.avi,hackathon data/good_weld/good_weld_27_12-13-22_butt/12-13-22-0401-00,True,True,True,True,True,True,,,,0,,,0,[],True
12-06-22-0183-02,hackathon data/defect-weld,burnthrough_weld_11_12-06-22_butt_joint,hackathon data/defect-weld_burnthrough_weld_11_12-06-22_butt_joint,02,hackathon data/defect-weld/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0183-02/12-06-22-0183-02.csv,hackathon data/defect-weld/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0183-02/12-06-22-0183-02.flac,hackathon data/defect-weld/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0183-02/12-06-22-0183-02.avi,hackathon data/defect-weld/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0183-02,True,True,True,True,True,True,,,,0,,,0,[],True
11-21-22-0108-07,hackathon data/defect-weld,lack_of_fusion_7_11-21-22_butt,hackathon data/defect-weld_lack_of_fusion_7_11-21-22_butt,07,hackathon data/defect-weld/lack_of_fusion_7_11-21-22_butt/11-21-22-0108-07/11-21-22-0108-07.csv,hackathon data/defect-weld/lack_of_fusion_7_11-21-22_butt/11-21-22-0108-07/11-21-22-0108-07.flac,hackathon data/defect-weld/lack_of_fusion_7_11-21-22_butt/11-21-22-0108-07/11-21-22-0108-07.avi,hackathon data/defect-weld/lack_of_fusion_7_11-21-22_butt/11-21-22-0108-07,True,True,True,True,True,True,,,,0,,,0,[],True
03-04-23-0046-08,hackathon data/defect-weld,excessive_convexity_3_03-04-23_Fe410,hackathon data/defect-weld_excessive_convexity_3_03-04-23_Fe410,08,hackathon data/defect-weld/excessive_convexity_3_03-04-23_Fe410/03-04-23-0046-08/03-04-23-0046-08.csv,hackathon data/defect-weld/excessive_convexity_3_03-04-23_Fe410/03-04-23-0046-08/03-04-23-0046-08.flac,hackathon data/defect-weld/excessive_convexity_3_03-04-23_Fe410/03-04-23-0046-08/03-04-23-0046-08.avi,hackathon data/defect-weld/excessive_convexity_3_03-04-23_Fe410/03-04-23-0046-08,True,True,True,True,True,True,,,,0,,,0,[],True
02-19-23-0010-01,hackathon data/defect-weld,excessive_penetration_1_02-19-23_Fe410,hackathon data/defect-weld_excessive_penetration_1_02-19-23_Fe410,01,hackathon data/defect-weld/excessive_penetration_1_02-19-23_Fe410/02-19-23-0010-01/02-19-23-0010-01.csv,hackathon data/defect-weld/excessive_penetration_1_02-19-23_Fe410/02-19-23-0010-01/02-19-23-0010-01.flac,hackathon data/defect-weld/excessive_penetration_1_02-19-23_Fe410/02-19-23-0010-01/02-19-23-0010-01.avi,hackathon data/defect-weld/excessive_penetration_1_02-19-23_Fe410/02-19-23-0010-01,True,True,True,True,True,True,,,,0,,,0,[],True
03-22-23-0128-06,hackathon data/defect-weld,overlap_7_03-22-23_Fe410,hackathon data/defect-weld_overlap_7_03-22-23_Fe410,06,hackathon data/defect-weld/overlap_7_03-22-23_Fe410/03-22-23-0128-06/03-22-23-0128-06.csv,hackathon data/defect-weld/overlap_7_03-22-23_Fe410/03-22-23-0128-06/03-22-23-0128-06.flac,hackathon data/defect-weld/overlap_7_03-22-23_Fe410/03-22-23-0128-06/03-22-23-0128-06.avi,hackathon data/defect-weld/overlap_7_03-22-23_Fe410/03-22-23-0128-06,True,True,True,True,True,True,,,,0,,,0,[],True
12-04-22-0085-02,hackathon data/defect-weld,burnthrough_weld_6_12-04-22_butt_joint,hackathon data/defect-weld_burnthrough_weld_6_12-04-22_butt_joint,02,hackathon data/defect-weld/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0085-02/12-04-22-0085-02.csv,hackathon data/defect-weld/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0085-02/12-04-22-0085-02.flac,hackathon data/defect-weld/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0085-02/12-04-22-0085-02.avi,hackathon data/defect-weld/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0085-02,True,True,True,True,True,True,,,,0,,,0,[],True
02-23-23-0089-01,hackathon data/defect-weld,excessive_penetration_5_02-23-23_Fe410,hackathon data/defect-weld_excessive_penetration_5_02-23-23_Fe410,01,hackathon data/defect-weld/excessive_penetration_5_02-23-23_Fe410/02-23-23-0089-01/02-23-23-0089-01.csv,hackathon data/defect-weld/excessive_penetration_5_02-23-23_Fe410/02-23-23-0089-01/02-23-23-0089-01.flac,hackathon data/defect-weld/excessive_penetration_5_02-23-23_Fe410/02-23-23-0089-01/02-23-23-0089-01.avi,hackathon data/defect-weld/excessive_penetration_5_02-23-23_Fe410/02-23-23-0089-01,True,True,True,True,True,True,,,,0,,,0,[],True
12-13-22-0412-00,hackathon data/good_weld,good_weld_27_12-13-22_butt,hackathon data/good_weld_good_weld_27_12-13-22_butt,00,hackathon data/good_weld/good_weld_27_12-13-22_butt/12-13-22-0412-00/12-13-22-0412-00.csv,hackathon data/good_weld/good_weld_27_12-13-22_butt/12-13-22-0412-00/12-13-22-0412-00.flac,hackathon data/good_weld/good_weld_27_12-13-22_butt/12-13-22-0412-00/12-13-22-0412-00.avi,hackathon data/good_weld/good_weld_27_12-13-22_butt/12-13-22-0412-00,True,True,True,True,True,True,,,,0,,,0,[],True
12-07-22-0226-07,hackathon data/defect-weld,lack_of_fusion_13_12-07-22_butt,hackathon data/defect-weld_lack_of_fusion_13_12-07-22_butt,07,hackathon data/defect-weld/lack_of_fusion_13_12-07-22_butt/12-07-22-0226-07/12-07-22-0226-07.csv,hackathon data/defect-weld/lack_of_fusion_13_12-07-22_butt/12-07-22-0226-07/12-07-22-0226-07.flac,hackathon data/defect-weld/lack_of_fusion_13_12-07-22_butt/12-07-22-0226-07/12-07-22-0226-07.avi,hackathon data/defect-weld/lack_of_fusion_13_12-07-22_butt/12-07-22-0226-07,True,True,True,True,True,True,,,,0,,,0,[],True
10-16-22-0044-07,hackathon data/defect-weld,lack_of_fusion_4_10-16-22_butt,hackathon data/defect-weld_lack_of_fusion_4_10-16-22_butt,07,hackathon data/defect-weld/lack_of_fusion_4_10-16-22_butt/10-16-22-0044-07/10-16-22-0044-07.csv,hackathon data/defect-weld/lack_of_fusion_4_10-16-22_butt/10-16-22-0044-07/10-16-22-0044-07.flac,hackathon data/defect-weld/lack_of_fusion_4_10-16-22_butt/10-16-22-0044-07/10-16-22-0044-07.avi,hackathon data/defect-weld/lack_of_fusion_4_10-16-22_butt/10-16-22-0044-07,True,True,True,True,True,True,,,,0,,,0,[],True
03-22-23-0090-06,hackathon data/defect-weld,overlap_5_03-22-23_Fe410,hackathon data/defect-weld_overlap_5_03-22-23_Fe410,06,hackathon data/defect-weld/overlap_5_03-22-23_Fe410/03-22-23-0090-06/03-22-23-0090-06.csv,hackathon data/defect-weld/overlap_5_03-22-23_Fe410/03-22-23-0090-06/03-22-23-0090-06.flac,hackathon data/defect-weld/overlap_5_03-22-23_Fe410/03-22-23-0090-06/03-22-23-0090-06.avi,hackathon data/defect-weld/overlap_5_03-22-23_Fe410/03-22-23-0090-06,True,True,True,True,True,True,,,,0,,,0,[],True
11-18-22-0192-00,hackathon data/good_weld,good_weld_16_11-18-22_plane_plate,hackathon data/good_weld_good_weld_16_11-18-22_plane_plate,00,hackathon data/good_weld/good_weld_16_11-18-22_plane_plate/11-18-22-0192-00/11-18-22-0192-00.csv,hackathon data/good_weld/good_weld_16_11-18-22_plane_plate/11-18-22-0192-00/11-18-22-0192-00.flac,hackathon data/good_weld/good_weld_16_11-18-22_plane_plate/11-18-22-0192-00/11-18-22-0192-00.avi,hackathon data/good_weld/good_weld_16_11-18-22_plane_plate/11-18-22-0192-00,True,True,True,True,True,True,,,,0,,,0,[],True
02-23-23-0061-01,hackathon data/defect-weld,excessive_penetration_4_02-23-23_Fe410,hackathon data/defect-weld_excessive_penetration_4_02-23-23_Fe410,01,hackathon data/defect-weld/excessive_penetration_4_02-23-23_Fe410/02-23-23-0061-01/02-23-23-0061-01.csv,hackathon data/defect-weld/excessive_penetration_4_02-23-23_Fe410/02-23-23-0061-01/02-23-23-0061-01.flac,hackathon data/defect-weld/excessive_penetration_4_02-23-23_Fe410/02-23-23-0061-01/02-23-23-0061-01.avi,hackathon data/defect-weld/excessive_penetration_4_02-23-23_Fe410/02-23-23-0061-01,True,True,True,True,True,True,,,,0,,,0,[],True
03-21-23-0008-11,hackathon data/defect-weld,crater_cracks_1_03-21-23_BSK46,hackathon data/defect-weld_crater_cracks_1_03-21-23_BSK46,11,hackathon data/defect-weld/crater_cracks_1_03-21-23_BSK46/03-21-23-0008-11/03-21-23-0008-11.csv,hackathon data/defect-weld/crater_cracks_1_03-21-23_BSK46/03-21-23-0008-11/03-21-23-0008-11.flac,hackathon data/defect-weld/crater_cracks_1_03-21-23_BSK46/03-21-23-0008-11/03-21-23-0008-11.avi,hackathon data/defect-weld/crater_cracks_1_03-21-23_BSK46/03-21-23-0008-11,True,True,True,True,True,True,,,,0,,,0,[],True
11-20-22-0084-07,hackathon data/defect-weld,lack_of_fusion_6_11-20-22_butt,hackathon data/defect-weld_lack_of_fusion_6_11-20-22_butt,07,hackathon data/defect-weld/lack_of_fusion_6_11-20-22_butt/11-20-22-0084-07/11-20-22-0084-07.csv,hackathon data/defect-weld/lack_of_fusion_6_11-20-22_butt/11-20-22-0084-07/11-20-22-0084-07.flac,hackathon data/defect-weld/lack_of_fusion_6_11-20-22_butt/11-20-22-0084-07/11-20-22-0084-07.avi,hackathon data/defect-weld/lack_of_fusion_6_11-20-22_butt/11-20-22-0084-07,True,True,True,True,True,True,,,,0,,,0,[],True
02-14-23-0073-00,hackathon data/good_weld,good_weld_4_02-14-23_Fe410,hackathon data/good_weld_good_weld_4_02-14-23_Fe410,00,hackathon data/good_weld/good_weld_4_02-14-23_Fe410/02-14-23-0073-00/02-14-23-0073-00.csv,hackathon data/good_weld/good_weld_4_02-14-23_Fe410/02-14-23-0073-00/02-14-23-0073-00.flac,hackathon data/good_weld/good_weld_4_02-14-23_Fe410/02-14-23-0073-00/02-14-23-0073-00.avi,hackathon data/good_weld/good_weld_4_02-14-23_Fe410/02-14-23-0073-00,True,True,True,True,True,True,,,,0,,,0,[],True
09-26-22-0032-00,hackathon data/good_weld,good_weld_4_09-26-22_plane_plate,hackathon data/good_weld_good_weld_4_09-26-22_plane_plate,00,hackathon data/good_weld/good_weld_4_09-26-22_plane_plate/09-26-22-0032-00/09-26-22-0032-00.csv,hackathon data/good_weld/good_weld_4_09-26-22_plane_plate/09-26-22-0032-00/09-26-22-0032-00.flac,hackathon data/good_weld/good_weld_4_09-26-22_plane_plate/09-26-22-0032-00/09-26-22-0032-00.avi,hackathon data/good_weld/good_weld_4_09-26-22_plane_plate/09-26-22-0032-00,True,True,True,True,True,True,,,,0,,,0,[],True
03-20-23-0104-11,hackathon data/defect-weld,crater_cracks_6_03-20-23_Fe410,hackathon data/defect-weld_crater_cracks_6_03-20-23_Fe410,11,hackathon data/defect-weld/crater_cracks_6_03-20-23_Fe410/03-20-23-0104-11/03-20-23-0104-11.csv,hackathon data/defect-weld/crater_cracks_6_03-20-23_Fe410/03-20-23-0104-11/03-20-23-0104-11.flac,hackathon data/defect-weld/crater_cracks_6_03-20-23_Fe410/03-20-23-0104-11/03-20-23-0104-11.avi,hackathon data/defect-weld/crater_cracks_6_03-20-23_Fe410/03-20-23-0104-11,True,True,True,True,True,True,,,,0,,,0,[],True
02-19-23-0008-01,hackathon data/defect-weld,excessive_penetration_1_02-19-23_Fe410,hackathon data/defect-weld_excessive_penetration_1_02-19-23_Fe410,01,hackathon data/defect-weld/excessive_penetration_1_02-19-23_Fe410/02-19-23-0008-01/02-19-23-0008-01.csv,hackathon data/defect-weld/excessive_penetration_1_02-19-23_Fe410/02-19-23-0008-01/02-19-23-0008-01.flac,hackathon data/defect-weld/excessive_penetration_1_02-19-23_Fe410/02-19-23-0008-01/02-19-23-0008-01.avi,hackathon data/defect-weld/excessive_penetration_1_02-19-23_Fe410/02-19-23-0008-01,True,True,True,True,True,True,,,,0,,,0,[],True
10-21-22-0166-00,hackathon data/good_weld,good_weld_15_10-21-22_Plane_Plate,hackathon data/good_weld_good_weld_15_10-21-22_Plane_Plate,00,hackathon data/good_weld/good_weld_15_10-21-22_Plane_Plate/10-21-22-0166-00/10-21-22-0166-00.csv,hackathon data/good_weld/good_weld_15_10-21-22_Plane_Plate/10-21-22-0166-00/10-21-22-0166-00.flac,hackathon data/good_weld/good_weld_15_10-21-22_Plane_Plate/10-21-22-0166-00/10-21-22-0166-00.avi,hackathon data/good_weld/good_weld_15_10-21-22_Plane_Plate/10-21-22-0166-00,True,True,True,True,True,True,,,,0,,,0,[],True
11-20-22-0087-07,hackathon data/defect-weld,lack_of_fusion_6_11-20-22_butt,hackathon data/defect-weld_lack_of_fusion_6_11-20-22_butt,07,hackathon data/defect-weld/lack_of_fusion_6_11-20-22_butt/11-20-22-0087-07/11-20-22-0087-07.csv,hackathon data/defect-weld/lack_of_fusion_6_11-20-22_butt/11-20-22-0087-07/11-20-22-0087-07.flac,hackathon data/defect-weld/lack_of_fusion_6_11-20-22_butt/11-20-22-0087-07/11-20-22-0087-07.avi,hackathon data/defect-weld/lack_of_fusion_6_11-20-22_butt/11-20-22-0087-07,True,True,True,True,True,True,,,,0,,,0,[],True
12-04-22-0145-02,hackathon data/defect-weld,burnthrough_weld_9_12-04-22_butt_joint,hackathon data/defect-weld_burnthrough_weld_9_12-04-22_butt_joint,02,hackathon data/defect-weld/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0145-02/12-04-22-0145-02.csv,hackathon data/defect-weld/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0145-02/12-04-22-0145-02.flac,hackathon data/defect-weld/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0145-02/12-04-22-0145-02.avi,hackathon data/defect-weld/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0145-02,True,True,True,True,True,True,,,,0,,,0,[],True
02-23-23-0105-01,hackathon data/defect-weld,excessive_penetration_6_02-23-23_Fe410,hackathon data/defect-weld_excessive_penetration_6_02-23-23_Fe410,01,hackathon data/defect-weld/excessive_penetration_6_02-23-23_Fe410/02-23-23-0105-01/02-23-23-0105-01.csv,hackathon data/defect-weld/excessive_penetration_6_02-23-23_Fe410/02-23-23-0105-01/02-23-23-0105-01.flac,hackathon data/defect-weld/excessive_penetration_6_02-23-23_Fe410/02-23-23-0105-01/02-23-23-0105-01.avi,hackathon data/defect-weld/excessive_penetration_6_02-23-23_Fe410/02-23-23-0105-01,True,True,True,True,True,True,,,,0,,,0,[],True
