run_id,data_dir,config_folder,split_group,label_code,csv_path,flac_path,avi_path,dir_path,csv_exists,flac_exists,avi_exists,csv_valid,flac_valid,avi_valid,csv_duration,flac_duration,avi_duration,csv_rows,flac_sample_rate,avi_fps,avi_frames,error_msg,has_all_modalities
08-11-22-0003-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0003-00\08-11-22-0003-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0003-00\08-11-22-0003-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0003-00\08-11-22-0003-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0003-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0004-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0004-00\08-11-22-0004-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0004-00\08-11-22-0004-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0004-00\08-11-22-0004-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0004-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0005-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0005-00\08-11-22-0005-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0005-00\08-11-22-0005-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0005-00\08-11-22-0005-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0005-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0006-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0006-00\08-11-22-0006-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0006-00\08-11-22-0006-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0006-00\08-11-22-0006-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0006-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0007-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0007-00\08-11-22-0007-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0007-00\08-11-22-0007-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0007-00\08-11-22-0007-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0007-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0008-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0008-00\08-11-22-0008-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0008-00\08-11-22-0008-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0008-00\08-11-22-0008-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0008-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0009-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0009-00\08-11-22-0009-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0009-00\08-11-22-0009-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0009-00\08-11-22-0009-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0009-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0010-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0010-00\08-11-22-0010-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0010-00\08-11-22-0010-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0010-00\08-11-22-0010-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0010-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0011-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0011-00\08-11-22-0011-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0011-00\08-11-22-0011-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0011-00\08-11-22-0011-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0011-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0012-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0012-00\08-11-22-0012-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0012-00\08-11-22-0012-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0012-00\08-11-22-0012-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0012-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0013-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0013-00\08-11-22-0013-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0013-00\08-11-22-0013-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0013-00\08-11-22-0013-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0013-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0014-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0014-00\08-11-22-0014-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0014-00\08-11-22-0014-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0014-00\08-11-22-0014-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0014-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0015-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0015-00\08-11-22-0015-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0015-00\08-11-22-0015-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0015-00\08-11-22-0015-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0015-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0016-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0016-00\08-11-22-0016-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0016-00\08-11-22-0016-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0016-00\08-11-22-0016-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0016-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0017-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0017-00\08-11-22-0017-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0017-00\08-11-22-0017-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0017-00\08-11-22-0017-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0017-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0018-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0018-00\08-11-22-0018-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0018-00\08-11-22-0018-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0018-00\08-11-22-0018-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0018-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-11-22-0019-00,../therness/hackathon data/good_weld,good_weld_08_11_22_butt_joint,../therness/hackathon data/good_weld_good_weld_08_11_22_butt_joint,00,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0019-00\08-11-22-0019-00.csv,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0019-00\08-11-22-0019-00.flac,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0019-00\08-11-22-0019-00.avi,../therness/hackathon data/good_weld\good_weld_08_11_22_butt_joint\08-11-22-0019-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0001-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0001-00\08-17-22-0001-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0001-00\08-17-22-0001-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0001-00\08-17-22-0001-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0001-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0002-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0002-00\08-17-22-0002-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0002-00\08-17-22-0002-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0002-00\08-17-22-0002-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0002-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0003-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0003-00\08-17-22-0003-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0003-00\08-17-22-0003-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0003-00\08-17-22-0003-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0003-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0004-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0004-00\08-17-22-0004-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0004-00\08-17-22-0004-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0004-00\08-17-22-0004-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0004-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0005-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0005-00\08-17-22-0005-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0005-00\08-17-22-0005-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0005-00\08-17-22-0005-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0005-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0006-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0006-00\08-17-22-0006-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0006-00\08-17-22-0006-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0006-00\08-17-22-0006-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0006-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0007-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0007-00\08-17-22-0007-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0007-00\08-17-22-0007-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0007-00\08-17-22-0007-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0007-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0008-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0008-00\08-17-22-0008-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0008-00\08-17-22-0008-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0008-00\08-17-22-0008-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0008-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0009-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0009-00\08-17-22-0009-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0009-00\08-17-22-0009-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0009-00\08-17-22-0009-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0009-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0010-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0010-00\08-17-22-0010-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0010-00\08-17-22-0010-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0010-00\08-17-22-0010-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0010-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0011-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0011-00\08-17-22-0011-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0011-00\08-17-22-0011-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0011-00\08-17-22-0011-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0011-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0012-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0012-00\08-17-22-0012-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0012-00\08-17-22-0012-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0012-00\08-17-22-0012-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0012-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0013-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0013-00\08-17-22-0013-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0013-00\08-17-22-0013-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0013-00\08-17-22-0013-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0013-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0014-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0014-00\08-17-22-0014-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0014-00\08-17-22-0014-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0014-00\08-17-22-0014-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0014-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0015-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0015-00\08-17-22-0015-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0015-00\08-17-22-0015-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0015-00\08-17-22-0015-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0015-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0016-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0016-00\08-17-22-0016-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0016-00\08-17-22-0016-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0016-00\08-17-22-0016-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0016-00,True,True,True,True,True,True,,,,0,,,0,[],True
08-17-22-0017-00,../therness/hackathon data/good_weld,good_weld_08_17_22_plane_plate,../therness/hackathon data/good_weld_good_weld_08_17_22_plane_plate,00,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0017-00\08-17-22-0017-00.csv,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0017-00\08-17-22-0017-00.flac,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0017-00\08-17-22-0017-00.avi,../therness/hackathon data/good_weld\good_weld_08_17_22_plane_plate\08-17-22-0017-00,True,True,True,True,True,True,,,,0,,,0,[],True
